FrameCounter,RunTime,CameraPositionX,CameraPositionY,CameraPositionZ,CameraDirectionX,CameraDirectionY,CameraDirectionZ,CameraVelocityX,CameraVelocityY,CameraVelocityZ
1712,38.39952,0.2365104,0.7883765,0.04899807,359.7879,54.60246,2.711892,0.1148486,-0.03132451,-0.1965507
1713,38.42102,0.2398062,0.787401,0.04414289,0.1421832,58.37243,2.438867,0.1532961,-0.04537515,-0.2258257
1714,38.44415,0.2434845,0.7862415,0.03983776,0.3984008,62.1579,2.235995,0.1590109,-0.05012162,-0.1861092
1715,38.47007,0.2468891,0.7851087,0.03505997,0.616995,66.06905,2.205899,0.1313449,-0.04370171,-0.1843218
1716,38.4877,0.2487217,0.7843926,0.02994566,0.8946226,70.03681,2.413137,0.1039641,-0.04062635,-0.2901293
1717,38.51401,0.2507007,0.7832166,0.02495773,1.070216,73.67111,2.776564,0.07520635,-0.0446914,-0.1895556
1718,38.54021,0.2528199,0.7812789,0.02002461,1.324098,76.61176,2.70694,0.0808869,-0.0739594,-0.1882917
1719,38.55882,0.2541337,0.7800943,0.01553769,1.52654,79.26116,2.684478,0.07061847,-0.0636758,-0.2411767
1720,38.58111,0.2555227,0.7792522,0.01152661,1.730259,81.46949,2.781662,0.06230482,-0.03777111,-0.1799248
1721,38.59971,0.2569558,0.7786381,0.007925391,1.836891,83.26579,2.733251,0.0770341,-0.03300889,-0.1935696
1722,38.62194,0.2578117,0.7778807,0.004662171,1.892599,84.80515,2.512136,0.03850207,-0.0340736,-0.1468052
1723,38.64377,0.2585082,0.7773134,0.002002969,1.870232,86.08455,2.280304,0.03190946,-0.02599343,-0.1218269
1724,38.67142,0.259548,0.777513,0.000413537,1.846188,86.92674,2.081703,0.03759806,0.007219828,-0.05747037
1725,38.6947,0.2600782,0.7776294,-0.000884667,1.93008,87.27124,1.719742,0.02278059,0.005001741,-0.05578043
1726,38.70963,0.2606511,0.7774782,-0.001661986,2.033967,87.34393,1.451478,0.03836988,-0.0101319,-0.05206171
1727,38.73294,0.2606562,0.7775677,-0.001922712,2.148412,86.96001,1.266862,0.000221205,0.003841039,-0.0111862
1728,38.75552,0.2607287,0.7774972,-0.001548171,2.220762,86.30457,1.098061,0.003206278,-0.003119194,0.01658227
1729,38.77817,0.2606913,0.7776055,-0.001487479,2.361075,85.18588,0.8968694,-0.001650139,0.00477935,0.002679831
1730,38.80368,0.2601242,0.7775748,0.0002668947,2.431198,83.77922,0.6865463,-0.02223063,-0.001201024,0.068775
1731,38.82517,0.2592047,0.7779598,0.001984671,2.542554,82.00349,0.4206087,-0.04279192,0.01791341,0.07994048
1732,38.8467,0.2583769,0.7783732,0.004121169,2.409541,79.84383,0.2686006,-0.03844791,0.01920181,0.09923287
1733,38.86906,0.2575437,0.7791286,0.00707534,2.298853,77.29434,0.2662176,-0.03725798,0.0337822,0.1321082
1734,38.88839,0.2560731,0.7799293,0.01069528,2.252639,74.1721,359.9181,-0.07607014,0.04141488,0.1872426
1735,38.91542,0.2537653,0.7801014,0.0142543,2.457868,70.74728,358.8249,-0.08540152,0.006369989,0.1317019
1736,38.93334,0.2507294,0.7797599,0.01734111,2.651582,67.06625,358.0218,-0.1693956,-0.01905399,0.1722409
1737,38.95544,0.2474962,0.7796079,0.02095701,2.313214,62.98861,357.1321,-0.1462841,-0.006879423,0.163598
1738,38.98049,0.2438242,0.7803043,0.0249519,1.846855,58.50647,356.1158,-0.1466051,0.02780184,0.1594938
1739,39.00191,0.2397916,0.7812451,0.02902153,1.311167,53.74255,355.0997,-0.1882338,0.04391749,0.1899626
1740,39.02695,0.2357093,0.7819857,0.03286064,0.4793852,48.33664,354.0369,-0.1630312,0.02957657,0.1533212
1741,39.04517,0.2306866,0.782211,0.03608404,359.8331,42.86077,353.2567,-0.2756875,0.01236652,0.1769249
1742,39.06771,0.224547,0.7818022,0.03848414,358.893,37.40065,352.7703,-0.2723739,-0.01813441,0.1064769
1743,39.09009,0.2177813,0.7809932,0.04016251,357.8298,32.12936,352.8563,-0.3023508,-0.03615379,0.07500436
1744,39.11263,0.2112186,0.779275,0.04129201,356.8131,26.655,353.726,-0.2911935,-0.07623932,0.05011709
1745,39.13927,0.2041433,0.7774779,0.04186821,356.1643,21.00772,354.8923,-0.2655333,-0.06744587,0.02162432
1746,39.15698,0.1968592,0.7747495,0.04159855,355.8161,15.34174,356.477,-0.4113495,-0.1540756,-0.01522781
1747,39.17986,0.189591,0.7717052,0.03973541,356.1847,9.718714,358.0137,-0.317658,-0.1330522,-0.081429
1748,39.20185,0.1816022,0.7686228,0.0374245,356.8892,4.851595,359.5785,-0.3632643,-0.1401642,-0.1050808
1749,39.22469,0.1739186,0.7663425,0.03450262,357.481,0.418552,0.8410451,-0.336372,-0.09982465,-0.1279148
1750,39.24991,0.1671693,0.7645674,0.03147154,357.9125,357.2436,1.464749,-0.2676286,-0.07038695,-0.1201906
1751,39.26803,0.1617629,0.7635828,0.02949897,358.2274,354.7971,1.966892,-0.2984321,-0.05435026,-0.1088857
1752,39.29269,0.1578048,0.7631966,0.02842738,358.216,353.4627,2.369007,-0.1605164,-0.01566368,-0.04345741
1753,39.3152,0.1553638,0.7634937,0.02797919,357.6977,352.9226,3.150793,-0.108441,0.01319956,-0.01991039
1754,39.33546,0.1540931,0.7647001,0.02782952,356.5538,353.2947,3.632884,-0.06271698,0.05954622,-0.007387748
1755,39.3612,0.154315,0.7674428,0.02748524,354.7911,354.2811,3.864288,0.00861586,0.1065297,-0.01337242
1756,39.38121,0.1552726,0.7706687,0.02716362,352.3881,355.6858,4.208959,0.04787242,0.1612647,-0.01607734
1757,39.40447,0.1566228,0.774868,0.02626085,349.7624,357.2116,4.326714,0.05803077,0.1804907,-0.03880263
1758,39.42387,0.1583005,0.7799044,0.02469052,346.7654,358.5843,4.337423,0.08650991,0.2596903,-0.08096997
1759,39.44873,0.1600947,0.7852964,0.02207073,343.3018,359.8527,4.229391,0.07216942,0.2168919,-0.10538
1760,39.47204,0.1618738,0.7906315,0.01911928,339.636,0.8898393,4.234646,0.07630545,0.2288198,-0.1265879
1761,39.49075,0.1635936,0.7957608,0.01545535,336.1429,1.796372,4.199322,0.09193149,0.2741863,-0.1958558
1762,39.51326,0.1649905,0.8002931,0.01166799,332.575,2.559629,4.291651,0.062067,0.2013771,-0.1682772
1763,39.53759,0.166423,0.8047438,0.007057347,329.062,3.190531,4.483852,0.0588607,0.1828713,-0.1894439
1764,39.55904,0.1674995,0.8089312,0.001870415,325.7342,3.605082,4.628964,0.05019622,0.1952514,-0.2418575
1765,39.58408,0.1679265,0.8125181,-0.003457392,322.4485,4.094027,4.676605,0.01705465,0.1432724,-0.2128071
1766,39.6048,0.168395,0.8158367,-0.009033343,319.1036,4.227407,4.867465,0.02260836,0.1601534,-0.2690909
1767,39.6259,0.1689057,0.8184851,-0.01521546,315.959,4.164629,5.292926,0.02419856,0.1254744,-0.2928983
1768,39.64661,0.1692138,0.8202745,-0.02139007,312.7634,3.896123,5.793394,0.01487454,0.0864023,-0.2981462
1769,39.67036,0.1695686,0.8219457,-0.02739342,309.5517,3.484201,6.439945,0.01494279,0.07038781,-0.2528506
1770,39.69733,0.1695045,0.8229882,-0.03353151,306.4398,3.185968,7.009387,-0.002376781,0.03864271,-0.227526
1771,39.72492,0.1698978,0.8241342,-0.04274081,302.0029,2.190877,8.030164,0.01425881,0.04154854,-0.333863
1772,39.7465,0.1701957,0.8243973,-0.04827163,299.2685,1.15181,9.062319,0.01380236,0.01218684,-0.2562515
1773,39.77181,0.170333,0.8247567,-0.05406807,296.6351,359.7452,10.43855,0.005426361,0.01420262,-0.229013
1774,39.79714,0.1707599,0.8243276,-0.05950987,294.1156,357.7154,12.10322,0.01685648,-0.01694532,-0.214872
1775,39.81461,0.1710799,0.8236405,-0.06455474,291.7145,355.5762,14.01747,0.01832073,-0.03933378,-0.2888145
1776,39.83532,0.1716905,0.823883,-0.06942876,289.5878,352.3162,17.17155,0.02947057,0.01170365,-0.2352597
1777,39.85888,0.1722916,0.8237959,-0.07406124,287.435,348.7444,20.65925,0.02551522,-0.003698794,-0.1966284
1778,39.88105,0.1727738,0.8235034,-0.07875813,285.1308,344.8939,24.35788,0.02175532,-0.01319385,-0.2119211
1779,39.90713,0.1730658,0.822782,-0.08339174,282.9104,340.6135,28.63222,0.0111954,-0.0276597,-0.1776618
1780,39.9272,0.17332,0.8223316,-0.08763496,280.7079,334.3936,34.96986,0.01266376,-0.02243978,-0.21139
1781,39.94753,0.1742097,0.8219637,-0.09182332,279.1327,324.717,44.58022,0.04376026,-0.01809627,-0.2059953
1782,39.97149,0.1747073,0.8213902,-0.09569437,278.0148,312.661,56.48031,0.02077423,-0.0239439,-0.1616136
1783,39.99148,0.1750852,0.8209106,-0.09987058,277.3869,298.3537,70.76876,0.01889847,-0.02398755,-0.2088856
1784,40.0197,0.1755421,0.8206841,-0.1033098,277.2939,283.8867,85.2505,0.01618937,-0.008022621,-0.1218511
1785,40.03968,0.1760133,0.820686,-0.1066147,277.6863,271.3489,97.82394,0.02358292,9.247327E-05,-0.1653966
1786,40.06618,0.176642,0.8205044,-0.1093589,278.3348,262.9471,106.2719,0.02372487,-0.006851965,-0.1035674
1787,40.09503,0.1776104,0.820893,-0.1129886,279.4705,253.6734,115.533,0.033567,0.01347018,-0.1258093
1788,40.11747,0.1783721,0.8214276,-0.1148037,280.0639,251.0427,118.1286,0.03395203,0.02382673,-0.08091138
1789,40.13663,0.1791356,0.8222244,-0.1159561,280.4147,249.447,119.6817,0.03983054,0.04157027,-0.06011505
1790,40.15798,0.1798281,0.8235095,-0.1169129,280.4724,249.2062,119.8842,0.03244226,0.06019646,-0.04482206
1791,40.18185,0.1808363,0.8246555,-0.116972,280.3,249.2969,119.7637,0.04224445,0.0480239,-0.002475748
1792,40.20432,0.1819874,0.8256958,-0.1161585,279.9146,251.1472,117.7543,0.05122154,0.04629148,0.03619862
1793,40.2312,0.1826914,0.8265295,-0.1143703,279.3795,256.331,112.2036,0.02619449,0.03101715,0.06652822
1794,40.25075,0.1834014,0.8273598,-0.1123713,279.0066,264.9344,103.447,0.03631479,0.04246951,0.1022515
1795,40.27155,0.1840766,0.8278616,-0.1093934,278.6926,276.2177,91.85843,0.03245253,0.02411934,0.1431296
1796,40.29364,0.1843049,0.8283467,-0.1053699,278.8701,292.2716,75.22883,0.01034019,0.02196515,0.1821983
1797,40.31833,0.1842094,0.8288838,-0.1005413,280.2029,309.0253,57.9701,-0.003868841,0.02174805,0.1955201
1798,40.34187,0.1839211,0.829358,-0.09522,282.495,321.684,45.14438,-0.01225001,0.02015369,0.2261205
1799,40.36002,0.1833393,0.8297341,-0.08917701,285.4668,331.6429,34.96679,-0.03204619,0.02071404,0.3328709
1800,40.38263,0.182702,0.8302277,-0.08278389,288.7855,338.7103,27.82254,-0.0281921,0.02183703,0.2828076
1801,40.40742,0.1822856,0.8303012,-0.07593845,292.3438,344.1316,22.15134,-0.01679129,0.002961083,0.2760333
1802,40.4282,0.1820389,0.8302022,-0.06849322,296.267,348.2549,17.86764,-0.01187586,-0.004763545,0.3584431
1803,40.4534,0.1811813,0.8296483,-0.06133186,300.5344,351.0677,14.7438,-0.03403156,-0.02198286,0.284182
1804,40.47193,0.1801497,0.8283702,-0.05412398,304.7427,352.9083,12.74626,-0.05565622,-0.06895066,0.3888664
1805,40.49401,0.1792553,0.8266154,-0.0468367,308.7807,354.0982,11.34052,-0.04050744,-0.07947747,0.3300479
1806,40.51677,0.17828,0.824837,-0.03993781,312.7514,354.9509,10.01516,-0.04286201,-0.07815643,0.3031856
1807,40.5421,0.1773586,0.8230687,-0.03309962,316.5769,355.5424,8.837799,-0.03637089,-0.06979841,0.269928
1808,40.56702,0.176818,0.820757,-0.02637428,320.2852,355.6368,8.178671,-0.02169182,-0.09274564,0.2698203
1809,40.59569,0.1764381,0.8167222,-0.01730864,325.617,355.1613,7.642892,-0.01325006,-0.1407477,0.3162349
1810,40.61537,0.1758027,0.8139625,-0.0114151,328.4315,354.644,7.423476,-0.03228884,-0.1402282,0.299468
1811,40.63795,0.175513,0.8115633,-0.006562955,331.0021,354.4203,6.907747,-0.01283228,-0.1062727,0.2149308
1812,40.66142,0.1756604,0.8095125,-0.001824897,333.1754,354.1692,6.339535,0.006280351,-0.08738774,0.2018942
1813,40.68725,0.1764406,0.8075666,0.002550099,335.114,353.939,5.924748,0.03019745,-0.07531282,0.169331
1814,40.70524,0.1778642,0.80504,0.006372331,337.0435,353.9626,4.993847,0.07915314,-0.1404759,0.212508
1815,40.72905,0.1794094,0.8026925,0.01012031,338.852,354.3599,3.934418,0.06488329,-0.0985704,0.1573781
1816,40.74917,0.1810111,0.800362,0.01349136,340.4758,355.0267,3.014239,0.07962587,-0.1158615,0.1675894
1817,40.77177,0.1826028,0.7981339,0.01673758,342.0875,356.0342,1.941334,0.07040874,-0.09856195,0.1436006
1818,40.7987,0.1841506,0.7955682,0.01975431,343.5734,357.125,1.053933,0.0574874,-0.09529302,0.1120458
1819,40.8161,0.1856909,0.7932497,0.02194549,345.2315,358.1862,0.2340999,0.08852996,-0.1332596,0.1259379
1820,40.8396,0.1870796,0.7911378,0.02419437,346.7577,358.8831,359.6829,0.05909979,-0.08987419,0.09570336
1821,40.86154,0.1878411,0.7889748,0.02625858,348.0576,359.4156,359.2187,0.03470464,-0.09857441,0.09407496
1822,40.88581,0.1881844,0.787052,0.02809187,349.2634,359.9068,358.9804,0.01414182,-0.07921775,0.0755282
1823,40.91108,0.1889038,0.7852378,0.02980864,350.3277,0.1192686,359.0751,0.02847322,-0.07180469,0.06795131
1824,40.92975,0.1892003,0.7836041,0.0312877,351.3655,0.2013626,359.0359,0.01588036,-0.08749361,0.07920879
1825,40.9517,0.1892499,0.7824694,0.03255301,352.2183,0.01548333,359.0605,0.002260263,-0.05168603,0.05763534
1826,40.97225,0.1891847,0.7810437,0.03352977,352.8473,359.8079,359.2236,-0.003174599,-0.06937709,0.0475316
1827,40.99539,0.1889743,0.7799035,0.03431153,353.4424,359.6515,359.4932,-0.009091612,-0.04928122,0.03378971
1828,41.01987,0.1888749,0.7790631,0.03502255,353.9709,359.3372,359.7546,-0.004061453,-0.03432728,0.0290414
1829,41.04279,0.188654,0.7781762,0.03578701,354.3314,358.9565,359.8606,-0.009636587,-0.03869196,0.03334988
1830,41.06089,0.1883643,0.7774253,0.03621145,354.6075,358.6656,359.9312,-0.01600698,-0.04148116,0.02344861
1831,41.0854,0.1882498,0.7769198,0.036651,354.9154,358.2536,0.1231664,-0.004671085,-0.02062743,0.01793425
1832,41.1073,0.1881436,0.7762483,0.03712181,355.1661,357.8168,0.2372065,-0.004849631,-0.03067281,0.02150513
1833,41.13139,0.1880195,0.775816,0.03746108,355.4424,357.4525,0.2284502,-0.005151425,-0.01794339,0.01408384
1834,41.15004,0.1878891,0.77539,0.0378225,355.6894,357.1479,0.2573896,-0.006994337,-0.02284146,0.01937864
1835,41.17345,0.1879441,0.7750226,0.03830243,356.0755,356.9311,0.1818907,0.002349351,-0.01569374,0.02050033
1836,41.1992,0.1881537,0.7747111,0.03885455,356.5033,356.7066,-0.0002121308,0.008138793,-0.01209364,0.02143621
1837,41.21727,0.1878443,0.7744668,0.03954526,357.223,356.6638,359.7995,-0.01712087,-0.01352056,0.03822345
1838,41.24591,0.1873744,0.7741,0.04030262,357.7516,356.6006,359.6752,-0.01641135,-0.01281059,0.02645058
1839,41.26213,0.1871846,0.7739342,0.04080521,358.5344,356.6797,359.4766,-0.01170497,-0.01021946,0.03098542
1840,41.28361,0.1868759,0.7737777,0.04170947,359.2531,356.6396,359.2971,-0.01436939,-0.007286672,0.04209676
1841,41.30827,0.1868346,0.7738117,0.04242927,0.1032309,356.6132,359.1974,-0.001675229,0.001377397,0.02918194
1842,41.33295,0.1866181,0.773713,0.04362944,1.06532,356.6207,358.9308,-0.008772608,-0.003999846,0.04863459
1843,41.35408,0.1859833,0.7736274,0.04439055,1.974424,356.7542,358.7394,-0.03004878,-0.004051553,0.03602754
1844,41.37198,0.1855783,0.7738748,0.04501769,2.916879,356.798,358.5825,-0.02262179,0.01381712,0.0350314
1845,41.39504,0.1851153,0.7740546,0.04544853,3.487251,356.8763,358.4547,-0.02007858,0.007800869,0.01868344
1846,41.41764,0.1847998,0.774007,0.04600949,4.219164,356.9641,358.3878,-0.01395965,-0.002107067,0.02481903
1847,41.44477,0.1847037,0.7738801,0.04666533,4.967811,356.9286,358.3164,-0.003542648,-0.004677394,0.02417363
1848,41.46581,0.1847854,0.7733158,0.04738068,5.51081,356.9244,358.272,0.003885005,-0.02681971,0.0339968
1849,41.48455,0.1849264,0.7730595,0.0479371,6.030428,356.9972,358.0573,0.007522294,-0.01367545,0.02968885
1850,41.50826,0.1852658,0.7726602,0.0483502,6.401877,357.1132,357.9189,0.01431747,-0.01684452,0.01742726
1851,41.52878,0.1857095,0.7720792,0.0488536,6.693287,357.3068,357.8882,0.02162233,-0.02831087,0.02452842
1852,41.55214,0.1861761,0.7716833,0.04936074,6.957834,357.5692,357.8141,0.01997527,-0.01694686,0.02171229
1853,41.58045,0.1865555,0.7711327,0.04982575,7.195094,357.9455,357.8214,0.01340316,-0.01945071,0.01642602
1854,41.59685,0.1867736,0.7706314,0.05025154,7.344771,358.3299,357.8651,0.01329306,-0.03055959,0.02595771
1855,41.61924,0.1869163,0.7702979,0.05050656,7.43113,358.6761,357.937,0.006377279,-0.01490073,0.01139273
1856,41.63943,0.1870121,0.7699425,0.05074483,7.514305,358.8611,358.0302,0.004742092,-0.0175962,0.0117964
1857,41.66544,0.187118,0.7694312,0.05083259,7.528724,358.8839,358.1247,0.004071828,-0.01965844,0.003374283
1858,41.68891,0.1871882,0.7694858,0.05056678,7.901538,358.8383,358.0818,0.002989859,0.002329398,-0.01132851
1859,41.70686,0.1868249,0.7684261,0.05076362,7.838029,358.6861,358.176,-0.02023431,-0.05903036,0.01096506
1860,41.73026,0.1864354,0.7674642,0.05065969,7.726271,358.6563,358.3776,-0.01664709,-0.04110796,-0.004441496
1861,41.752,0.1863987,0.7671943,0.05038568,7.772658,358.3777,358.3838,-0.001689967,-0.01241502,-0.01260194
1862,41.77676,0.1863658,0.7667578,0.05000326,7.722553,358.2252,358.3909,-0.001326764,-0.0176308,-0.01544892
1863,41.80075,0.186364,0.7665031,0.0495587,7.622885,358.2362,358.3148,-7.390203E-05,-0.01061705,-0.01852798
1864,41.82086,0.1866872,0.7663411,0.04916001,7.373837,358.2923,358.2587,0.01606883,-0.00805553,-0.01982429
1865,41.84401,0.1871725,0.766472,0.04878638,7.144195,358.4756,358.1557,0.02096552,0.005654664,-0.01614128
1866,41.86262,0.1877418,0.7667943,0.04826383,6.849689,358.7826,358.0145,0.03058788,0.01731592,-0.02807612
1867,41.88745,0.188269,0.7672017,0.04774471,6.460763,359.2491,357.9386,0.02123468,0.01641249,-0.02091026
1868,41.91104,0.1888785,0.7677395,0.0472253,5.993624,359.7173,357.8624,0.02583974,0.02279825,-0.02201782
1869,41.92918,0.1894821,0.7684259,0.04667801,5.505334,-0.004441226,357.7444,0.03327418,0.03784174,-0.03017239
1870,41.9523,0.1900416,0.7691061,0.04606274,4.941455,0.1847689,357.7871,0.02419723,0.0294148,-0.02660658
1871,41.97934,0.1904251,0.7698306,0.04545375,4.375693,0.3148862,357.8142,0.0141791,0.02679107,-0.02252004
1872,41.99674,0.1906886,0.7704545,0.04482501,3.796114,0.3256519,357.8648,0.01514785,0.03586554,-0.0361448
1873,42.02295,0.1907815,0.7710649,0.04407552,3.176846,0.2399946,358.0104,0.003545244,0.02328628,-0.02859476
1874,42.041,0.1908502,0.7717419,0.04325423,2.628382,0.06641035,358.1584,0.003806365,0.03750396,-0.04549786
1875,42.06344,0.1909014,0.7721636,0.04236019,2.1524,359.8648,358.2694,0.002278812,0.01879356,-0.03983804
1876,42.08539,0.1909885,0.7725146,0.04140373,1.656342,359.7286,358.3692,0.003968718,0.01599166,-0.04358222
1877,42.11148,0.1911119,0.7728515,0.04028677,1.249713,359.602,358.4646,0.004729761,0.01291118,-0.0428077
1878,42.13382,0.1912163,0.773205,0.03924368,0.8388221,359.4813,358.57,0.004676158,0.01583049,-0.04670187
1879,42.15292,0.1912825,0.7736879,0.03818994,0.4520547,359.4529,358.6153,0.003467109,0.02527518,-0.05515804
1880,42.17514,0.1914427,0.774114,0.0371007,0.1067438,359.4174,358.5467,0.007210868,0.01917979,-0.04902783
1881,42.19775,0.1916584,0.7744204,0.03600102,359.8257,359.403,358.4826,0.009534043,0.01354571,-0.04862142
1882,42.22107,0.1917832,0.7748454,0.03504183,359.5463,359.4281,358.4462,0.005355353,0.01823045,-0.04114635
1883,42.24756,0.1918461,0.7752267,0.03418823,359.2759,359.4857,358.3456,0.002372998,0.01439435,-0.03221967
1884,42.26612,0.1920027,0.7756325,0.03343339,359.1159,359.5397,358.3062,0.008438656,0.02186087,-0.04066502
1885,42.28842,0.1920763,0.7759993,0.03271176,358.9704,359.6211,358.2337,0.003300096,0.01645103,-0.0323649
1886,42.30946,0.1921142,0.7763433,0.03214706,358.8616,359.7092,358.1745,0.001801251,0.0163472,-0.02683201
1887,42.33207,0.1922217,0.776543,0.03164315,358.7797,359.7249,358.1125,0.004755922,0.00883026,-0.02229087
1888,42.35759,0.192122,0.7766644,0.03130844,358.7643,359.7993,358.0817,-0.003909754,0.004758278,-0.01311753
1889,42.37549,0.1921346,0.7768625,0.03095972,358.7029,359.8459,358.1166,0.0007065203,0.01106466,-0.01947456
1890,42.39776,0.1921162,0.7769009,0.03093678,358.685,359.8655,358.0965,-0.0008263479,0.001723621,-0.001030175
1891,42.42171,0.1921291,0.776875,0.0309298,358.6287,359.8661,358.1089,0.000538836,-0.00108265,-0.0002915066
1892,42.44741,0.1921227,0.7767742,0.03101065,358.597,359.8968,358.1345,-0.0002504452,-0.003919004,0.003145349
1893,42.47153,0.1921084,0.7766016,0.0311736,358.5827,359.8381,358.1661,-0.0005906018,-0.007158884,0.006756012
1894,42.4897,0.1920461,0.7763706,0.03138227,358.5822,359.7353,358.2732,-0.003430478,-0.01271459,0.01148691
1895,42.50898,0.1919172,0.7761142,0.03165709,358.5865,359.6434,358.3888,-0.006686604,-0.01329748,0.01425163
1896,42.53923,0.1917636,0.7757774,0.03190815,358.5784,359.485,358.4305,-0.005078913,-0.01113537,0.008301521
1897,42.56672,0.1915529,0.7753725,0.03222072,358.5612,359.2513,358.5619,-0.007661843,-0.01472539,0.01136785
1898,42.59346,0.1913814,0.7751467,0.0324029,358.5565,359.1314,358.6147,-0.006414544,-0.008445705,0.006814338
1899,42.61211,0.19123,0.7749414,0.03253066,358.5404,358.9745,358.6615,-0.008120047,-0.0110046,0.006849118
1900,42.63079,0.1910116,0.7747614,0.03266871,358.5127,358.8238,358.6938,-0.01168844,-0.009637224,0.007388618
1901,42.65364,0.1907824,0.7745255,0.03274681,358.4786,358.6291,358.7413,-0.01002908,-0.0103245,0.003417806
1902,42.67839,0.1905777,0.7742143,0.03282011,358.4394,358.3969,358.774,-0.008273228,-0.01257516,0.002962812
1903,42.70465,0.1904129,0.7738264,0.03287947,358.3904,358.2438,358.7342,-0.00627474,-0.01477157,0.002260251
1904,42.72383,0.190232,0.7734045,0.03296198,358.3386,358.0771,358.7425,-0.009430781,-0.02199557,0.004301692
1905,42.74256,0.1900394,0.7730257,0.03299703,358.3541,357.8736,358.7681,-0.01028752,-0.02022658,0.001871778
1906,42.76447,0.1898747,0.7728037,0.03296827,358.3478,357.7369,358.7455,-0.007512595,-0.01013014,-0.001312851
1907,42.7901,0.1897341,0.7726747,0.03285716,358.3021,357.7227,358.6361,-0.00548677,-0.005033947,-0.004334223
1908,42.81363,0.1897072,0.7725238,0.0327669,358.2895,357.6884,358.6266,-0.001141408,-0.006415194,-0.003836575
1909,42.83241,0.189689,0.7724282,0.03268456,358.2785,357.6943,358.577,-0.0009710093,-0.005086693,-0.004383623
1910,42.8562,0.1895904,0.772432,0.03259365,358.2683,357.7077,358.5411,-0.004145536,0.0001578536,-0.003821842
1911,42.87917,0.1895313,0.772458,0.03247047,358.2521,357.6618,358.4325,-0.002573896,0.001133863,-0.005362174
1912,42.89976,0.1894429,0.7723877,0.03238034,358.208,357.6165,358.3926,-0.004290649,-0.003413987,-0.004378786
1913,42.92545,0.1893493,0.772348,0.03234835,358.1815,357.5341,358.3465,-0.003644673,-0.0015451,-0.001244809
1914,42.94608,0.1893216,0.7724144,0.0323058,358.1286,357.4452,358.3412,-0.001343496,0.003218611,-0.002062555
1915,42.96657,0.1893043,0.7724159,0.03228835,358.0482,357.4242,358.3011,-0.000843494,7.2715E-05,-0.0008518563
1916,42.98872,0.189328,0.7724173,0.03230456,357.9695,357.406,358.2718,0.001070906,6.188652E-05,0.0007318753
1917,43.01322,0.1894724,0.7724424,0.03226265,357.9193,357.4237,358.1625,0.005893438,0.001024311,-0.001710581
1918,43.03636,0.1896335,0.7725022,0.03216305,357.8528,357.4828,358.0838,0.006963763,0.00258356,-0.004304216
1919,43.05556,0.1897702,0.7725862,0.03210146,357.8081,357.529,357.9958,0.007120833,0.004378229,-0.003208567
1920,43.07727,0.1899541,0.7726415,0.03204335,357.7208,357.5855,357.9104,0.008469376,0.002545137,-0.002677096
1921,43.10202,0.1901066,0.7727006,0.0319284,357.6607,357.664,357.778,0.006161523,0.00238829,-0.00464296
1922,43.12305,0.1901662,0.7727742,0.03177839,357.5806,357.7405,357.5924,0.002835433,0.003500884,-0.007134115
1923,43.14986,0.1902683,0.7728595,0.03156955,357.5636,357.7327,357.3657,0.003805662,0.003178795,-0.007788604
1924,43.16654,0.1903356,0.772934,0.031355,357.5316,357.6838,357.1172,0.004036726,0.004471946,-0.01286712
1925,43.19104,0.1903312,0.7730294,0.03117783,357.4483,357.6569,356.8077,-0.0001800452,0.003895301,-0.007232143
1926,43.21119,0.190425,0.7732192,0.03097685,357.3975,357.5933,356.3625,0.004656001,0.00941404,-0.009972841
1927,43.23426,0.190628,0.7735147,0.03074392,357.3417,357.4844,355.7299,0.008799559,0.01281369,-0.01009758
1928,43.2608,0.1908253,0.7739127,0.03051724,357.1972,357.4083,355.0461,0.007432375,0.01499389,-0.008541659
1929,43.28077,0.1912203,0.7747677,0.03024575,357.0651,357.4063,354.1414,0.01977516,0.04279943,-0.01358945
1930,43.29991,0.1916451,0.7754361,0.03004247,356.9048,357.4294,353.0943,0.02219719,0.03492501,-0.0106217
1931,43.32291,0.1920071,0.7762425,0.02996959,356.6633,357.4379,351.9034,0.01574035,0.03506812,-0.003169292
1932,43.34598,0.1926318,0.7769035,0.02992155,356.3977,357.4653,350.4963,0.02707571,0.02864842,-0.0020823
1933,43.37188,0.1934752,0.7775843,0.02980297,356.2155,357.5842,348.9874,0.03255803,0.02628019,-0.004577376
1934,43.38936,0.1945828,0.7781257,0.02989927,355.9314,357.8074,347.3953,0.06338084,0.03098395,0.005510511
1935,43.41435,0.1957799,0.7786907,0.02993086,355.7754,358.1118,345.5622,0.04790239,0.02260867,0.001264045
1936,43.43521,0.1971785,0.7792327,0.02998742,355.6634,358.363,343.6768,0.06704265,0.02598167,0.002711394
1937,43.45812,0.1984561,0.7796085,0.03005371,355.5832,358.6241,341.7989,0.05576,0.01640027,0.002893266
1938,43.48671,0.1998181,0.7801476,0.02996641,355.5896,358.7734,339.7042,0.04763749,0.01885424,-0.003053403
1939,43.51094,0.2022758,0.7799433,0.02970459,355.5631,358.8421,336.6946,0.1014303,-0.008427463,-0.0108053
1940,43.53465,0.2036592,0.7801649,0.02951815,355.715,358.8766,334.5963,0.0583599,0.009346335,-0.007865226
1941,43.55659,0.2050259,0.7803966,0.02941676,355.7669,358.9083,332.5113,0.06227525,0.01055971,-0.004619703
