FrameCounter,RunTime,CameraPositionX,CameraPositionY,CameraPositionZ,CameraDirectionX,CameraDirectionY,CameraDirectionZ,CameraVelocityX,CameraVelocityY,CameraVelocityZ
546,12.3746,0.289835,0.7810957,0.153612,359.9201,10.54778,13.0115,-0.06705154,-0.002513445,-0.2491628
547,12.39791,0.2870256,0.7820812,0.14486,359.1799,10.96243,12.60073,-0.1205609,0.04229333,-0.3755736
548,12.41598,0.2830583,0.7835946,0.1339203,358.1279,11.32007,11.66208,-0.2195019,0.08373127,-0.605275
549,12.43847,0.278081,0.7856591,0.1207067,357.0633,11.66593,10.25764,-0.2213182,0.09179936,-0.5875416
550,12.46165,0.2719546,0.7881353,0.1046661,355.9669,12.02142,8.955,-0.2642521,0.1068053,-0.6918893
551,12.48433,0.2647016,0.7908556,0.08555381,354.9887,12.31847,8.065697,-0.3199017,0.1199814,-0.8429659
552,12.51045,0.2563717,0.7941749,0.06378445,354.4955,12.63298,7.437601,-0.3188821,0.1270696,-0.8333697
553,12.53045,0.2474942,0.7980998,0.03953061,354.4219,12.86486,6.722074,-0.4439481,0.1962753,-1.212896
554,12.55084,0.2375181,0.8023984,0.0134616,355.2457,13.51797,6.284735,-0.4892073,0.2107983,-1.278368
555,12.57296,0.2265744,0.8057395,-0.01348104,356.3468,14.92201,7.013413,-0.4947975,0.1510596,-1.218153
556,12.5955,0.2167377,0.8074914,-0.03878708,357.2751,16.18715,8.256242,-0.4362615,0.07769742,-1.122332
557,12.62149,0.2086551,0.8088551,-0.06166365,358.4198,16.24189,9.754439,-0.3109687,0.05246707,-0.8801581
558,12.63986,0.1995935,0.8087937,-0.08431803,359.3596,16.88128,12.1089,-0.4933171,-0.003345491,-1.233312
559,12.66392,0.1923878,0.807533,-0.1028139,0.9731227,17.59751,14.85392,-0.2995229,-0.05240377,-0.7688217
560,12.68718,0.1868646,0.8055106,-0.1181515,2.715842,18.15761,17.00097,-0.2374948,-0.08696076,-0.659503
561,12.70709,0.1825884,0.8033056,-0.1306115,3.957915,18.52553,18.51375,-0.2147655,-0.1107416,-0.6257941
562,12.73311,0.1791152,0.8005537,-0.1399526,4.903073,19.22195,19.40761,-0.1334586,-0.1057409,-0.3589278
563,12.75112,0.1768012,0.7968628,-0.1466573,5.538629,20.22259,19.49731,-0.1285055,-0.2049779,-0.3723543
564,12.77327,0.1745739,0.7936157,-0.1514927,6.014716,21.09916,19.46443,-0.1005344,-0.146566,-0.2182563
565,12.79574,0.1727729,0.790304,-0.1549768,6.456617,21.48268,19.46822,-0.08015771,-0.1473923,-0.1550662
566,12.81996,0.1710132,0.7873499,-0.1562778,6.71242,21.35709,19.58125,-0.07264619,-0.1219585,-0.05370721
567,12.8443,0.1697415,0.784673,-0.1559372,6.64175,20.77032,19.22458,-0.05225354,-0.109983,0.01399093
568,12.86602,0.1680197,0.7821462,-0.1544676,6.581919,20.35806,18.53404,-0.07928881,-0.116362,0.06767745
569,12.88335,0.1666693,0.7800028,-0.1528377,6.508387,19.7615,17.88416,-0.07792122,-0.1236827,0.09405009
570,12.90622,0.165177,0.7782486,-0.150976,6.424847,19.20185,17.06086,-0.06523869,-0.07668856,0.08139072
571,12.9289,0.1640156,0.7767356,-0.1483627,6.43254,18.82507,16.30185,-0.05120714,-0.06670731,0.1152162
572,12.95791,0.1630023,0.7756068,-0.1455041,6.326044,18.55016,16.14509,-0.03493687,-0.03892173,0.09856255
573,12.98508,0.1618852,0.774168,-0.140991,6.181551,18.1978,15.5933,-0.04111262,-0.05294941,0.1660869
574,13.01006,0.1612771,0.7734021,-0.1381262,6.075432,18.12192,14.95489,-0.02434486,-0.0306606,0.1146921
575,13.02824,0.1605214,0.7732243,-0.1356991,5.985417,18.11606,14.61298,-0.0415743,-0.009781611,0.1335257
576,13.05398,0.1602167,0.7727431,-0.1329678,5.842536,18.0892,14.30647,-0.01183407,-0.01868958,0.1060835
577,13.07751,0.1600581,0.772006,-0.1303407,5.704905,18.03826,14.06692,-0.006741761,-0.03132981,0.1116679
578,13.09595,0.1600546,0.7712062,-0.1279274,5.709085,17.92012,13.92614,-0.0001874838,-0.04337665,0.1308766
579,13.11911,0.1602398,0.76981,-0.1251091,5.585227,17.95564,13.55855,0.007993902,-0.06027172,0.1216659
580,13.14288,0.1606411,0.7681931,-0.1225284,5.588368,17.95656,13.14703,0.01688789,-0.06804318,0.1085949
581,13.16546,0.1611042,0.7660527,-0.1196854,5.644843,17.96344,12.90369,0.02050216,-0.0947567,0.1258652
582,13.19198,0.1618336,0.7631972,-0.1168437,5.940258,17.79164,13.13697,0.02750459,-0.107672,0.1071525
583,13.21727,0.1628374,0.7587805,-0.1124668,6.456226,17.53324,13.22288,0.03970232,-0.1747025,0.1731272
584,13.23986,0.1635445,0.7560414,-0.1092457,6.887592,17.32294,13.18408,0.03130079,-0.1212507,0.1425877
585,13.26149,0.1638348,0.7541174,-0.1059086,7.534233,17.43729,13.18569,0.01342179,-0.08895503,0.1542838
586,13.28514,0.1642339,0.7533213,-0.1024707,8.205398,17.59572,13.0358,0.01687495,-0.0336554,0.1453542
587,13.31137,0.1639391,0.7552707,-0.09980888,8.905694,17.8059,12.82474,-0.01123796,0.07430025,0.1014591
588,13.33146,0.1627368,0.7615762,-0.09820105,9.652137,17.79095,12.30608,-0.05983601,0.313832,0.08002324
589,13.351,0.1614067,0.7713226,-0.09769513,10.01343,17.60112,11.25794,-0.06808896,0.4989199,0.02589826
590,13.37685,0.1591796,0.7858414,-0.09803934,10.1381,17.85681,9.716289,-0.08615597,0.5616492,-0.01331578
591,13.39572,0.1572923,0.8044385,-0.09825758,9.957702,18.57635,8.748033,-0.1000314,0.9857169,-0.0115673
592,13.42178,0.1563889,0.8252825,-0.09898938,9.249542,18.8647,7.718937,-0.03466143,0.7997279,-0.02807726
593,13.44045,0.1546389,0.8494484,-0.1008246,8.614191,19.46461,6.343582,-0.09373164,1.294366,-0.09829615
594,13.46329,0.1541571,0.8750703,-0.1022849,7.626288,19.83105,5.586665,-0.02109404,1.121634,-0.06392629
595,13.48774,0.1546472,0.901722,-0.1030587,6.431265,19.78913,5.525692,0.02005245,1.09029,-0.03165781
596,13.50948,0.1547499,0.9279076,-0.1038533,5.302631,20.02996,6.335373,0.004720537,1.20449,-0.03654801
597,13.53309,0.15456,0.9517115,-0.1050921,4.578968,20.80544,7.442395,-0.008038725,1.008047,-0.0524609
598,13.55188,0.1540524,0.9740537,-0.1075652,4.069501,21.37767,8.284318,-0.02701228,1.188969,-0.1316107
599,13.57402,0.1529939,0.9936455,-0.1102129,3.781358,22.18388,9.330397,-0.04782699,0.8851932,-0.1196274
600,13.59624,0.1522221,1.010278,-0.1124836,3.797117,23.14892,10.2941,-0.03472796,0.748439,-0.1021747
601,13.61977,0.1524406,1.022839,-0.1136984,3.637233,23.86174,11.31502,0.009288982,0.5339205,-0.05163889
602,13.64488,0.1528983,1.032289,-0.1136737,3.145206,24.34523,12.93708,0.01822254,0.3762578,0.0009854994
603,13.66417,0.1536032,1.038981,-0.1133075,2.792076,24.41288,14.36397,0.03654305,0.3469434,0.01897989
604,13.68552,0.1543001,1.042105,-0.1124462,2.413296,24.32372,15.72766,0.03264894,0.1463555,0.04035114
605,13.70732,0.155492,1.042722,-0.1111204,1.870883,23.78812,16.73117,0.05466734,0.02825773,0.0608101
606,13.73054,0.1563286,1.040215,-0.1092352,1.371051,23.48969,17.94472,0.03603158,-0.1079247,0.08119025
607,13.75793,0.1573615,1.034375,-0.1069857,1.199012,23.20765,18.66907,0.03771154,-0.2132504,0.082133
608,13.77653,0.158763,1.02531,-0.1046145,1.087104,22.81937,18.90542,0.07533674,-0.4873058,0.1274655
609,13.79945,0.1599747,1.013321,-0.1022271,1.224806,22.5923,18.55239,0.05287051,-0.5231056,0.1041692
610,13.81904,0.1606331,0.9982604,-0.09944803,1.873084,22.85039,17.89633,0.03360219,-0.768632,0.1418334
611,13.84191,0.160924,0.9809933,-0.09720879,2.623966,23.12403,16.9217,0.01271983,-0.7549803,0.09790742
612,13.86809,0.161483,0.9606147,-0.09433294,2.852848,23.19772,15.9291,0.02135743,-0.7785062,0.109864
613,13.88641,0.1637003,0.9360664,-0.08957494,2.803359,22.85012,14.91606,0.1210488,-1.340176,0.2597556
614,13.90831,0.165032,0.909789,-0.08584683,2.885618,22.18957,13.89949,0.06078399,-1.199403,0.1701654
615,13.93208,0.1656717,0.8806363,-0.08291913,2.791022,21.59428,12.87704,0.02692279,-1.226924,0.1232155
616,13.95712,0.1666094,0.8501033,-0.07974875,3.162795,21.24418,11.31394,0.03744656,-1.219342,0.1266094
617,13.97977,0.165996,0.8201991,-0.07675197,4.377213,21.54059,10.53651,-0.02707408,-1.319951,0.1322761
618,13.9975,0.1648412,0.7912925,-0.07424442,5.471634,21.78925,10.213,-0.06512783,-1.630224,0.1414166
619,14.01993,0.1648726,0.7634671,-0.07143054,5.857933,20.58121,9.487655,0.001397439,-1.240838,0.1254811
620,14.043,0.1631709,0.7396279,-0.06921531,6.557046,19.31709,9.187244,-0.07375436,-1.033286,0.09601702
621,14.06533,0.1604593,0.7189513,-0.06821866,7.654028,18.74492,9.193925,-0.1214118,-0.9257867,0.04462456
622,14.09261,0.1577134,0.7003036,-0.06653469,8.359596,18.69699,9.460141,-0.1006804,-0.6837127,0.06174222
623,14.1123,0.1556757,0.6860216,-0.0654006,8.884467,17.69674,9.395607,-0.1034758,-0.7252561,0.05759018
624,14.13222,0.1538412,0.6756282,-0.06360303,8.664943,16.70461,9.110504,-0.09209601,-0.5217689,0.09024229
625,14.15477,0.152177,0.6671835,-0.06157672,8.120216,16.39221,8.862312,-0.07379749,-0.3744793,0.08985598
626,14.17882,0.1500386,0.6598606,-0.0598988,7.693944,16.48959,8.329082,-0.0889211,-0.304514,0.06977434
627,14.20329,0.1476823,0.6554157,-0.05960611,7.428289,16.70337,6.869876,-0.09629855,-0.1816539,0.01196158
628,14.22172,0.1458228,0.6517673,-0.05909898,6.93547,16.84323,5.72427,-0.1008914,-0.197949,0.02751555
629,14.2431,0.1438235,0.6496236,-0.05869388,6.644346,17.06637,5.288652,-0.09348591,-0.1002414,0.0189428
630,14.26796,0.1419612,0.6484655,-0.05865293,6.504921,17.19667,5.25313,-0.07492842,-0.04659623,0.0016476
631,14.28842,0.1404942,0.648417,-0.05840071,6.330285,17.05086,5.265968,-0.07170849,-0.002368771,0.01232915
632,14.31379,0.1395723,0.6488873,-0.0583772,5.879197,16.67025,5.45793,-0.03633207,0.01853601,0.0009263892
633,14.33338,0.1386288,0.6494887,-0.05838933,5.565948,16.5257,5.882236,-0.04815421,0.03069177,-0.0006188778
634,14.35431,0.1377043,0.6500449,-0.05855999,5.363631,16.68667,6.383852,-0.04417649,0.02657781,-0.008154442
635,14.37682,0.1368138,0.6508305,-0.05900925,5.230512,16.90265,6.690175,-0.03956939,0.0349091,-0.01996364
636,14.39968,0.1359524,0.6519246,-0.05935105,5.046532,17.12136,6.941337,-0.03767899,0.04785991,-0.0149515
637,14.42611,0.1354324,0.6524386,-0.05953822,4.78206,17.22572,7.335042,-0.0196777,0.0194471,-0.007082219
638,14.44418,0.134984,0.6530856,-0.05991722,4.531598,17.10896,7.632255,-0.02481331,0.03580334,-0.02097262
639,14.46596,0.1344966,0.653491,-0.06054033,4.402463,16.97898,8.092445,-0.02237665,0.01861562,-0.0286102
640,14.48858,0.1339415,0.6537724,-0.06138911,4.355641,16.84712,8.361366,-0.02453334,0.01243625,-0.03751241
641,14.511,0.1334105,0.653824,-0.0621763,4.398484,16.77269,8.596905,-0.0236851,0.002302506,-0.03511387
642,14.54561,0.1329026,0.6541359,-0.06325246,4.418836,16.66202,8.45098,-0.01467316,0.009009506,-0.03109061
643,14.56633,0.1324329,0.65452,-0.06458022,4.380088,16.46981,8.514459,-0.02267229,0.01854057,-0.06408293
644,14.59075,0.1322834,0.6547567,-0.06546762,4.347752,16.36026,8.513367,-0.00612355,0.009693688,-0.0363434
645,14.613,0.1321478,0.6549434,-0.06633019,4.351152,16.33969,8.512374,-0.006092725,0.008391564,-0.03877347
646,14.64112,0.1323475,0.6552488,-0.0670892,4.252878,16.20918,8.31585,0.007098853,0.01085676,-0.0269864
647,14.6663,0.1325958,0.6558073,-0.06828495,4.143749,16.11434,8.167428,0.0098635,0.02218192,-0.04749199
648,14.68976,0.1329839,0.6562213,-0.06889658,4.052791,16.12575,8.135703,0.01653822,0.01764703,-0.02606633
649,14.70945,0.13353,0.6566666,-0.06931262,3.931667,16.13466,8.1459,0.0277396,0.02261856,-0.02113243
650,14.73529,0.1340636,0.6569898,-0.06968475,3.836346,16.21111,8.226464,0.02065375,0.01251015,-0.01440502
651,14.75819,0.1345788,0.6572101,-0.070044,3.776845,16.34919,8.196379,0.0224911,0.009613584,-0.01568159
652,14.77668,0.1351138,0.6575079,-0.07033214,3.71007,16.43728,8.238614,0.02893978,0.01611187,-0.01558671
653,14.79896,0.1356613,0.657526,-0.07033214,3.66011,16.5452,8.288464,0.0245744,0.0008132169,0
654,14.82132,0.136266,0.6572331,-0.0699703,3.625019,16.68274,8.300936,0.02704219,-0.01310191,0.01618246
655,14.84676,0.1369119,0.6568518,-0.06956533,3.601355,16.73636,8.321302,0.02539509,-0.01499053,0.01592144
656,14.87019,0.1376848,0.6560827,-0.06890745,3.630767,16.72639,8.348205,0.0329789,-0.03281803,0.02807324
657,14.88818,0.1386361,0.6551435,-0.06790391,3.786409,16.67219,8.387373,0.05289086,-0.05221976,0.0557973
658,14.91309,0.1397013,0.6542598,-0.06648591,3.965966,16.49997,8.421554,0.04276297,-0.03547569,0.05692507
659,14.93485,0.1406789,0.6540624,-0.06503053,4.343272,16.28104,8.436032,0.04491554,-0.009070195,0.06686873
660,14.95574,0.141198,0.6554801,-0.06391962,5.005856,16.20677,8.417809,0.02484794,0.06785788,0.05317364
661,14.9813,0.1414899,0.6603616,-0.06309591,5.761797,16.18992,8.100153,0.01142486,0.1910243,0.03223312
662,15.00222,0.1416583,0.6693501,-0.06266318,6.439182,16.15246,8.102365,0.008047861,0.4295668,0.02068082
663,15.02158,0.1412065,0.6830623,-0.06305417,6.925345,16.29603,8.64508,-0.02333744,0.7082882,-0.02019627
664,15.04497,0.1406231,0.7015697,-0.06389894,7.193208,16.53708,9.214414,-0.02494381,0.7912275,-0.03611549
665,15.07141,0.139793,0.7252121,-0.06499358,7.080028,16.89049,9.548141,-0.0313988,0.8942972,-0.04140617
666,15.09388,0.1393436,0.7521876,-0.06570154,6.353076,17.20815,9.714434,-0.01999607,1.200385,-0.03150363
667,15.11169,0.1385332,0.7827193,-0.06733745,5.439199,17.57982,9.606004,-0.04550208,1.714219,-0.09184916
668,15.1364,0.1373176,0.8149014,-0.07007294,4.645073,18.2921,9.054294,-0.04921383,1.302862,-0.1107435
669,15.15583,0.1361055,0.8479676,-0.07381735,3.876912,19.29481,7.714036,-0.06236506,1.701378,-0.1926639
670,15.17925,0.1353387,0.8805856,-0.07749692,3.045282,20.26961,6.247253,-0.03274276,1.392837,-0.1571227
671,15.20547,0.1350463,0.9112681,-0.08063356,2.274644,21.16434,5.187131,-0.01115032,1.170135,-0.119622
672,15.22576,0.1346969,0.9392112,-0.08399545,1.792203,22.05408,4.638487,-0.01722335,1.377421,-0.1657203
673,15.24591,0.1342918,0.964245,-0.08778193,1.803811,22.59049,4.633486,-0.02010048,1.241951,-0.1878504
674,15.26708,0.133637,0.9872481,-0.091732,1.648709,22.66659,5.120125,-0.03094229,1.086996,-0.1866582
675,15.29304,0.1338978,1.006416,-0.09397013,1.271281,22.54154,6.589576,0.01004177,0.7381197,-0.08618654
676,15.31854,0.1347454,1.022143,-0.095511,0.9971084,22.39828,8.092096,0.03325383,0.6169332,-0.0604456
677,15.33723,0.1355027,1.035566,-0.09720945,0.5725031,22.34535,9.389516,0.04051546,0.7181744,-0.09086999
678,15.35489,0.136536,1.045447,-0.09737874,359.7118,22.42482,10.93156,0.05849169,0.5593419,-0.009582586
679,15.37833,0.1381072,1.053164,-0.09734552,358.6195,22.33088,11.92517,0.06705186,0.3292957,0.001417766
680,15.40544,0.1398765,1.057569,-0.09683412,357.4703,22.36082,12.66348,0.06526146,0.1624908,0.01886383
681,15.42638,0.1417495,1.05995,-0.09605284,356.5058,22.61804,13.17671,0.08941711,0.1136922,0.03729691
682,15.44693,0.1437906,1.059369,-0.09502837,355.5174,23.01902,13.68889,0.09934636,-0.02828065,0.04986466
683,15.4673,0.1453971,1.056875,-0.09422856,355.011,23.55827,14.02376,0.07884982,-0.1224372,0.03925778
684,15.491,0.1472401,1.051942,-0.09344708,354.7898,23.876,14.00596,0.07775535,-0.2081221,0.03296872
685,15.51191,0.1485884,1.045301,-0.09325887,354.9417,24.08297,13.42234,0.06448118,-0.3175941,0.009001211
686,15.54047,0.1491769,1.037352,-0.09328845,355.3249,24.56477,12.75991,0.02060807,-0.2783799,-0.001035857
687,15.55959,0.1501187,1.027345,-0.09241699,355.7229,25.00198,12.44724,0.04926548,-0.52342,0.04558272
688,15.57788,0.1514685,1.015909,-0.09116684,356.3951,24.85501,12.23679,0.07378499,-0.6251564,0.0683388
689,15.6032,0.15311,1.002951,-0.09000278,356.8454,24.00295,11.79088,0.06483901,-0.5118281,0.04597918
690,15.62368,0.1543806,0.9885222,-0.08893615,357.0984,23.03737,10.89863,0.06202931,-0.7044126,0.05207364
691,15.64954,0.1557386,0.9715503,-0.08741666,357.346,22.754,9.981634,0.05251899,-0.6563491,0.05876289
692,15.66891,0.1572775,0.95237,-0.0855028,357.6258,22.7836,9.296744,0.07944817,-0.9902024,0.09880538
693,15.69206,0.1590464,0.9312456,-0.08397469,357.6703,22.58204,8.404159,0.07640205,-0.9124119,0.06600222
694,15.71549,0.1602721,0.9084557,-0.08248487,357.6575,22.6782,7.450913,0.0523206,-0.9728439,0.06359663
695,15.73532,0.1627832,0.8820617,-0.07957353,357.4093,22.98064,6.457225,0.126601,-1.330711,0.1467817
696,15.76187,0.164778,0.8542277,-0.07590456,357.7701,23.8222,6.143968,0.0751536,-1.048614,0.138224
697,15.78093,0.1664621,0.8261974,-0.07293463,357.766,24.37629,6.755252,0.08834156,-1.470399,0.1557958
698,15.80216,0.1683988,0.7993477,-0.0690631,357.5792,23.62866,8.105101,0.09120549,-1.264439,0.1823222
699,15.82365,0.1703136,0.7711903,-0.0647907,357.4764,22.86568,9.741092,0.08912867,-1.3106,0.1988609
700,15.8471,0.1712511,0.7462478,-0.06311382,357.5714,21.04729,9.680221,0.03998238,-1.063735,0.07151518
701,15.87277,0.1703548,0.7239052,-0.06312955,358.3235,19.88123,9.297874,-0.03491247,-0.87028,-0.0006129272
702,15.89187,0.1676641,0.7050692,-0.06458434,359.8252,19.56679,8.96933,-0.14087,-0.986117,-0.07616222
703,15.91314,0.1660161,0.6885864,-0.0653805,0.8225185,19.25257,9.054677,-0.0774624,-0.7747697,-0.03742316
704,15.9366,0.1649528,0.6760022,-0.06384773,1.436672,18.87027,8.688434,-0.04533925,-0.5365962,0.06535833
705,15.95806,0.1635082,0.6661106,-0.06202427,1.343934,18.78388,8.893931,-0.06728863,-0.4607581,0.08493782
706,15.98687,0.1621442,0.6575944,-0.05980503,1.317826,18.79307,9.672526,-0.04735925,-0.2956794,0.07705185
707,16.00459,0.1605741,0.6515955,-0.05839091,1.13788,18.59693,9.80177,-0.08858062,-0.3384436,0.07978115
708,16.02787,0.1589537,0.6474314,-0.05646139,0.6452215,18.76343,8.947268,-0.06961979,-0.1789058,0.08289953
709,16.04777,0.1569644,0.644524,-0.05438281,0.1159972,19.25928,7.683179,-0.09996825,-0.1461049,0.1044545
710,16.07059,0.1555138,0.6418021,-0.0522575,359.6227,19.63525,7.014845,-0.06355303,-0.1192524,0.09311251
711,16.09587,0.1546769,0.6393619,-0.05000531,359.1574,19.56954,6.717009,-0.03310998,-0.09654203,0.089103
712,16.11369,0.1534787,0.6377413,-0.04822275,358.9127,19.39749,6.580334,-0.06721459,-0.09090787,0.09999766
713,16.13616,0.1522542,0.6370242,-0.04682466,358.6581,19.20381,6.448947,-0.05451303,-0.03192664,0.06223996
714,16.15862,0.1518701,0.6361564,-0.04573356,358.5578,18.78326,6.920647,-0.01710112,-0.03863525,0.04857752
715,16.1862,0.1510508,0.6355916,-0.04501051,358.6027,18.61726,7.183333,-0.02970371,-0.02047675,0.02621645
716,16.20793,0.1501276,0.6349921,-0.04456517,358.7772,18.78167,7.432793,-0.04248428,-0.02759095,0.0204935
717,16.22461,0.1494543,0.6345111,-0.04436118,358.8533,18.92917,7.708492,-0.04035759,-0.02883131,0.01222741
718,16.2476,0.1492935,0.6337097,-0.04386419,358.9061,18.8102,8.088653,-0.00699385,-0.03485906,0.02161806
719,16.2699,0.1489181,0.6332375,-0.04373608,359.0322,18.66369,8.419452,-0.01683654,-0.02117548,0.005745438
720,16.29459,0.1487157,0.6325111,-0.04341752,359.0932,18.59766,8.728685,-0.00820062,-0.02942469,0.01290393
721,16.32123,0.1483835,0.631623,-0.0434107,359.2623,18.59354,9.073681,-0.01246823,-0.03333288,0.0002558862
722,16.34031,0.1481188,0.6308866,-0.04346605,359.3928,18.46836,9.37333,-0.01386885,-0.03859008,-0.002900112
723,16.35872,0.1479281,0.6302888,-0.04335122,359.402,18.24616,9.550411,-0.01035866,-0.03246724,0.006236525
724,16.38054,0.1477342,0.6295184,-0.04326426,359.4056,18.19032,9.739364,-0.008889144,-0.03532157,0.003986691
725,16.40444,0.1475041,0.6286921,-0.04333308,359.5106,18.15752,9.889218,-0.00962507,-0.03456349,-0.002878577
726,16.43215,0.1472617,0.6281012,-0.04345262,359.5445,18.03417,9.934216,-0.008748795,-0.02132452,-0.0043143
727,16.44892,0.1472284,0.6275971,-0.04333288,359.5438,17.91217,9.939785,-0.001983788,-0.03006968,0.007142127
728,16.47128,0.1472827,0.627112,-0.04310272,359.5984,17.84106,9.982887,0.002428705,-0.02169243,0.01029151
729,16.49666,0.1474981,0.626576,-0.04285227,359.7627,17.80939,9.919939,0.008484777,-0.02111829,0.009868375
730,16.51807,0.1478933,0.6267896,-0.04258066,359.9865,17.68938,9.773322,0.01845813,0.009974056,0.01268505
731,16.54104,0.1481573,0.6269597,-0.04223076,0.1573571,17.6331,9.503039,0.01149302,0.007407734,0.01523159
732,16.56266,0.1489248,0.6303456,-0.04121944,0.432454,17.61538,9.076746,0.03550334,0.156636,0.04678556
733,16.58381,0.1492252,0.6352513,-0.04042297,0.7904918,17.61253,8.478677,0.01420525,0.2319625,0.03766054
734,16.6049,0.148331,0.6449066,-0.04060009,1.430873,17.92226,8.115476,-0.04239124,0.4577437,-0.008396724
735,16.62586,0.1471733,0.6599322,-0.04119714,1.70797,18.1922,8.344542,-0.05524569,0.7170036,-0.02849088
736,16.6515,0.1459451,0.679836,-0.0417086,2.165144,18.32389,9.121471,-0.04789304,0.7761482,-0.0199441
737,16.67328,0.1438138,0.7054192,-0.04232946,2.830958,19.09967,10.18204,-0.0978663,1.174721,-0.02850882
738,16.69165,0.141894,0.7352139,-0.04226831,2.972908,20.298,10.76197,-0.1045204,1.622122,0.003329642
739,16.71462,0.1398372,0.7698228,-0.0411318,2.543978,21.47057,11.26103,-0.08950945,1.506184,0.04946106
740,16.73715,0.1378921,0.8076506,-0.03977219,2.175167,21.88932,12.10927,-0.0863669,1.679597,0.0603679
741,16.76426,0.1347535,0.8455456,-0.03940098,2.073236,22.58627,12.45401,-0.1157439,1.397475,0.0136896
742,16.78215,0.1310074,0.88545,-0.04068871,2.330415,23.90034,10.90717,-0.2094512,2.231137,-0.07199985
743,16.80734,0.126874,0.9250403,-0.04144108,2.469038,25.45506,9.476203,-0.1640974,1.571764,-0.02986953
744,16.82657,0.1223549,0.962412,-0.04256761,2.775528,27.48469,8.09271,-0.2349836,1.943224,-0.05857651
745,16.84974,0.1179972,0.9962807,-0.0441447,2.638155,29.39116,7.033992,-0.188103,1.46196,-0.06807604
746,16.87862,0.1144004,1.025273,-0.04501573,1.798012,30.6333,7.015069,-0.1245377,1.003861,-0.03015915
747,16.90477,0.1101368,1.06392,-0.04574747,0.3975676,31.08708,7.447872,-0.1630105,1.477558,-0.02797656
748,16.92905,0.1080241,1.083473,-0.04501264,358.8634,30.17184,9.224051,-0.08703262,0.8055119,0.03027137
749,16.94893,0.1059918,1.099461,-0.04422589,357.2837,28.76521,11.02026,-0.1022157,0.8041059,0.03957045
750,16.97437,0.1047744,1.113182,-0.04273355,355.5047,26.85005,12.46598,-0.04784183,0.5392446,0.05864763
751,16.9993,0.1046293,1.122631,-0.03907355,353.3766,24.74752,13.66169,-0.005820967,0.379041,0.146828
752,17.0165,0.1038494,1.129858,-0.0366766,351.9342,22.76984,14.29295,-0.04534204,0.4201736,0.1393537
753,17.04068,0.1029561,1.134462,-0.03471629,351.0277,21.09192,14.37055,-0.03694913,0.1904436,0.08107965
754,17.05984,0.1025258,1.136521,-0.03203148,350.5763,20.12189,14.47508,-0.02245666,0.1074771,0.1401449
755,17.08359,0.102063,1.136398,-0.02976378,350.2605,19.69447,14.35027,-0.0194867,-0.005179891,0.09548071
756,17.10932,0.1010688,1.135483,-0.0289948,350.3747,19.46674,13.22252,-0.03864147,-0.03555875,0.02988636
757,17.12944,0.09989377,1.133631,-0.02762049,350.8357,19.73189,11.92671,-0.05838716,-0.09202327,0.06829042
758,17.14892,0.09882302,1.131144,-0.02649031,351.119,19.7809,10.69956,-0.05497286,-0.1276929,0.05802409
759,17.17206,0.09722088,1.129014,-0.02624956,351.6421,19.60401,9.209633,-0.0692485,-0.09204967,0.01040599
760,17.1954,0.09546852,1.127053,-0.02607468,352.1599,19.28842,8.157365,-0.07506032,-0.08399714,0.007490569
761,17.22135,0.09424723,1.125619,-0.02594502,352.605,18.5132,7.598961,-0.04707459,-0.05528599,0.004997685
762,17.24035,0.09289777,1.124985,-0.02590812,353.0358,17.60866,7.625266,-0.07102066,-0.0333831,0.001942244
763,17.26034,0.09157869,1.124611,-0.02562477,353.1659,16.97568,8.278119,-0.0659899,-0.01869633,0.01417516
764,17.28941,0.09063576,1.124731,-0.02523784,353.2401,16.3716,8.884832,-0.03243028,0.004132774,0.01330787
765,17.30831,0.08975782,1.125119,-0.02503126,353.1854,15.78644,9.300048,-0.04646178,0.02052211,0.01093204
766,17.33011,0.08894764,1.125965,-0.02509244,352.8973,15.36665,9.452798,-0.0371591,0.03880347,-0.002806069
767,17.34831,0.08776172,1.127236,-0.02572645,352.6173,15.36237,9.490094,-0.06516735,0.06985641,-0.03483957
768,17.37384,0.08671781,1.128424,-0.02618738,352.2367,15.72389,9.527922,-0.04088388,0.046505,-0.01805149
769,17.39525,0.08609778,1.1298,-0.02636103,351.7642,15.92619,9.496555,-0.02895691,0.06428715,-0.008110357
770,17.41616,0.08569788,1.131016,-0.02668408,351.3151,15.95165,9.630661,-0.01912644,0.05816115,-0.01545084
771,17.44195,0.08496606,1.132015,-0.02731343,350.9468,16.08678,10.01396,-0.02837925,0.03873428,-0.02440503
772,17.46239,0.08431603,1.132909,-0.02787356,350.6478,16.19435,10.68055,-0.03180002,0.04373309,-0.02740243
773,17.4825,0.08390079,1.1336,-0.02840123,350.3907,16.07,11.30657,-0.02065103,0.0343329,-0.02624278
774,17.50506,0.08319881,1.134171,-0.02910319,350.2108,15.90297,11.96503,-0.03111888,0.02532341,-0.03111756
775,17.52814,0.08274415,1.134358,-0.02960729,350.0051,15.68853,12.39553,-0.01969521,0.008112658,-0.02183714
776,17.55423,0.08230949,1.134284,-0.03030298,349.8999,15.536,12.41662,-0.01666082,-0.002855863,-0.02666627
777,17.57236,0.08133391,1.134259,-0.03104596,349.8438,15.71706,12.35617,-0.05380082,-0.001347691,-0.04097341
